time_ms,cpu_usage,workers_active
2691,100.00,8
2703,100.00,8
2715,100.00,8
2728,100.00,8
2740,100.00,8
2751,100.00,8
2761,100.00,8
2774,100.00,8
2787,100.00,8
2799,100.00,8
2812,100.00,8
2824,100.00,8
2837,80.00,8
2849,80.00,8
2862,80.00,8
2874,80.00,8
2887,80.00,8
2899,80.00,8
2912,80.00,8
2924,80.00,8
2937,100.00,8
2949,100.00,8
2960,100.00,8
2972,100.00,8
2984,100.00,8
2997,100.00,8
3009,100.00,8
3022,100.00,8
3034,100.00,8
3047,100.00,8
3060,100.00,8
3072,100.00,8
3085,100.00,8
3095,100.00,8
3108,100.00,8
3120,100.00,8
3133,100.00,7
3143,100.00,8
3156,100.00,8
3168,100.00,8
3180,100.00,8
3193,100.00,8
3204,100.00,8
3217,100.00,8
3229,100.00,8
3242,100.00,8
3253,100.00,8
3266,100.00,8
3278,100.00,8
3291,100.00,8
3303,100.00,8
3314,100.00,8
3327,100.00,8
3339,100.00,8
3352,100.00,8
3364,100.00,8
3377,100.00,8
3389,100.00,8
3402,100.00,8
3412,100.00,8
3425,100.00,8
3437,100.00,8
3450,100.00,8
3462,100.00,8
3475,100.00,8
3487,100.00,8
3500,100.00,8
3511,100.00,8
3523,100.00,8
3536,100.00,8
3548,100.00,8
3561,100.00,8
3572,100.00,8
3583,100.00,8
3596,100.00,8
3607,100.00,8
3618,100.00,8
3631,100.00,8
3643,100.00,8
3656,100.00,8
3668,100.00,8
3681,100.00,8
3693,100.00,8
3706,100.00,8
3718,100.00,8
3731,100.00,8
3743,100.00,8
3756,100.00,8
3768,100.00,8
3781,100.00,8
3793,100.00,8
3807,100.00,7
3819,100.00,8
3832,100.00,8
3844,100.00,8
3855,100.00,8
3868,100.00,8
3878,100.00,8
3890,100.00,8
3902,100.00,8
3915,100.00,8
3927,100.00,8
3939,100.00,8
3952,100.00,8
3964,100.00,8
3977,100.00,8
3989,100.00,8
4002,100.00,8
4012,100.00,8
4024,100.00,8
4036,100.00,8
4049,100.00,8
4061,100.00,8
4074,100.00,8
4086,100.00,8
4096,100.00,8
4108,100.00,8
4120,100.00,8
4132,100.00,8
4145,100.00,8
4157,100.00,8
4170,100.00,8
4182,100.00,8
4195,100.00,8
4207,100.00,8
4220,100.00,8
4232,100.00,8
4245,100.00,8
4257,100.00,8
4270,100.00,8
4283,100.00,8
4295,100.00,8
4307,100.00,8
4318,100.00,8
4330,100.00,8
4341,100.00,8
4353,100.00,8
4365,100.00,8
4375,100.00,8
4386,100.00,8
4398,100.00,8
4410,100.00,8
4423,100.00,8
4433,100.00,8
4445,100.00,8
4458,100.00,8
4470,100.00,8
4481,100.00,8
4494,100.00,8
4506,100.00,8
4519,100.00,8
4531,100.00,8
4543,100.00,8
4556,100.00,8
4568,100.00,8
4581,100.00,8
4591,100.00,8
4604,100.00,8
4615,100.00,8
4627,100.00,8
4639,100.00,8
4652,100.00,8
4663,100.00,8
4675,80.00,8
4687,80.00,8
4698,80.00,8
4711,80.00,8
4723,80.00,8
4736,80.00,8
4748,80.00,8
4761,80.00,8
4773,80.00,8
4786,80.00,8
4798,80.00,8
4811,80.00,8
4823,80.00,8
4836,80.00,8
4848,80.00,8
4861,80.00,8
4873,100.00,8
4886,100.00,8
4898,100.00,8
4911,100.00,8
4923,100.00,8
4936,100.00,8
4948,100.00,8
4961,100.00,8
4973,100.00,8
4985,100.00,8
4998,100.00,8
5008,100.00,8
5021,100.00,8
5033,100.00,8
5046,100.00,8
5056,100.00,7
5069,100.00,8
5081,100.00,8
5092,100.00,8
5103,100.00,8
5114,100.00,8
5126,100.00,8
5138,100.00,8
5151,100.00,8
5162,100.00,8
5174,100.00,8
5187,100.00,8
5198,100.00,8
5211,100.00,8
5223,100.00,8
5236,100.00,8
5249,100.00,8
5261,100.00,8
5272,100.00,8
5283,100.00,8
5295,100.00,8
5308,100.00,8
5319,100.00,8
5332,100.00,8
5343,100.00,8
5355,100.00,8
5366,100.00,8
5378,100.00,8
5391,100.00,8
5403,100.00,8
5416,100.00,8
5426,100.00,8
5436,100.00,8
5449,100.00,8
5461,100.00,8
5474,100.00,8
5486,100.00,8
5499,100.00,8
5511,100.00,8
5524,100.00,8
5537,100.00,8
5549,100.00,8
5561,100.00,8
5574,100.00,8
5586,100.00,8
5599,100.00,8
5611,100.00,8
5624,100.00,8
5637,100.00,8
5649,100.00,8
5662,100.00,8
5674,100.00,8
5687,100.00,8
5698,100.00,8
5711,100.00,8
5723,100.00,8
5736,100.00,8
5748,100.00,8
5761,100.00,8
5773,100.00,8
5786,100.00,8
5798,100.00,8
5811,100.00,8
5821,100.00,8
5833,100.00,8
5844,100.00,8
5857,100.00,8
5868,100.00,8
5880,100.00,8
5893,100.00,8
5905,100.00,8
5916,100.00,8
5928,100.00,8
5940,100.00,8
5952,100.00,8
5964,100.00,8
5977,100.00,8
5989,100.00,8
6001,100.00,8
6014,100.00,8
6026,80.00,8
6039,80.00,8
6051,80.00,8
6063,80.00,8
6076,80.00,8
